"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","RESIDENCEAREATYPE (CODE)","RESIDENCEAREATYPE (DISPLAY)","RESIDENCEAREATYPE (URL)","Display Value","Numeric","Low","High","Comments"
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EUR","Europe","","BLR","Belarus","","RUR","Rural","","98","98.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EUR","Europe","","HRV","Croatia","","RUR","Rural","","98","98.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EUR","Europe","","HRV","Croatia","","RUR","Rural","","98","98.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","IRL","Ireland","","RUR","Rural","","98","98.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","LTU","Lithuania","","URB","Urban","","98","98.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","PRT","Portugal","","TOTL","Total","","98","98.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","SEAR","South-East Asia","","MDV","Maldives","","URB","Urban","","98","98.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","PLW","Palau","","TOTL","Total","","98","98.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AMR","Americas","","CAN","Canada","","RUR","Rural","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AMR","Americas","","SUR","Suriname","","URB","Urban","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AMR","Americas","","USA","United States of America","","RUR","Rural","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","BHR","Bahrain","","RUR","Rural","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","BHR","Bahrain","","RUR","Rural","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","BGR","Bulgaria","","RUR","Rural","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BIH","Bosnia and Herzegovina","","URB","Urban","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","GRC","Greece","","URB","Urban","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EUR","Europe","","GRC","Greece","","URB","Urban","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","GRC","Greece","","URB","Urban","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EUR","Europe","","GRC","Greece","","URB","Urban","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EUR","Europe","","PRT","Portugal","","RUR","Rural","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SRB","Serbia","","URB","Urban","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EUR","Europe","","UZB","Uzbekistan","","URB","Urban","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","TON","Tonga","","URB","Urban","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","TON","Tonga","","URB","Urban","","99","99.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AMR","Americas","","CAN","Canada","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CAN","Canada","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AMR","Americas","","CAN","Canada","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AMR","Americas","","USA","United States of America","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AMR","Americas","","USA","United States of America","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","KWT","Kuwait","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","KWT","Kuwait","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","KWT","Kuwait","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","KWT","Kuwait","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EMR","Eastern Mediterranean","","LBN","Lebanon","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","LBN","Lebanon","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","LBN","Lebanon","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","QAT","Qatar","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","QAT","Qatar","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","QAT","Qatar","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EMR","Eastern Mediterranean","","QAT","Qatar","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","SAU","Saudi Arabia","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","AND","Andorra","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","AND","Andorra","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","AND","Andorra","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EUR","Europe","","AND","Andorra","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","AND","Andorra","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EUR","Europe","","AUT","Austria","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EUR","Europe","","AUT","Austria","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EUR","Europe","","BEL","Belgium","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","BEL","Belgium","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","BEL","Belgium","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","BEL","Belgium","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EUR","Europe","","BEL","Belgium","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BEL","Belgium","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BEL","Belgium","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","BGR","Bulgaria","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","BGR","Bulgaria","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BGR","Bulgaria","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EUR","Europe","","CHE","Switzerland","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","CHE","Switzerland","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EUR","Europe","","CYP","Cyprus","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","CYP","Cyprus","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","CYP","Cyprus","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","CYP","Cyprus","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EUR","Europe","","CZE","Czech Republic","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EUR","Europe","","CZE","Czech Republic","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","CZE","Czech Republic","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","DEU","Germany","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","DEU","Germany","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","DNK","Denmark","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","ESP","Spain","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EUR","Europe","","ESP","Spain","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ESP","Spain","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","ESP","Spain","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","FIN","Finland","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","FIN","Finland","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EUR","Europe","","FIN","Finland","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EUR","Europe","","FIN","Finland","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","FRA","France","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","FRA","France","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EUR","Europe","","FRA","France","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EUR","Europe","","FRA","France","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EUR","Europe","","FRA","France","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EUR","Europe","","GRC","Greece","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","HUN","Hungary","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EUR","Europe","","HUN","Hungary","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EUR","Europe","","HUN","Hungary","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ISL","Iceland","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","ISL","Iceland","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","ISL","Iceland","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","ISR","Israel","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EUR","Europe","","ISR","Israel","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EUR","Europe","","LUX","Luxembourg","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","LUX","Luxembourg","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EUR","Europe","","LUX","Luxembourg","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EUR","Europe","","LUX","Luxembourg","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MCO","Monaco","","TOTL","Total","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MCO","Monaco","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MLT","Malta","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EUR","Europe","","NLD","Netherlands","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","NLD","Netherlands","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","NLD","Netherlands","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EUR","Europe","","NLD","Netherlands","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EUR","Europe","","NOR","Norway","","URB","Urban","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EUR","Europe","","NOR","Norway","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EUR","Europe","","NOR","Norway","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EUR","Europe","","NOR","Norway","","RUR","Rural","","100","100.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EUR","Europe","","PRT","Portugal","","URB","Urban","","100","100.00000","","",""
